,Area,Room,Parking,Warehouse,Elevator,Address,Price
1338,87,2,1,1,1,Shahr-e-Ziba,3050000000
1339,108,2,1,1,1,West Ferdows Boulevard,3450000000
1340,85,2,1,1,0,Southern Janatabad,3400000000
1341,68,2,1,1,1,Southern Janatabad,2200000000
1343,78,2,1,1,1,Parand,210000000
1344,94,2,1,1,1,Qazvin Imamzadeh Hassan,1712000000
1346,100,2,1,1,1,Niavaran,6200000000
1347,100,2,1,1,1,Ajudaniye,6300000000
1348,44,1,0,1,0,Parastar,1030000000
1351,65,2,1,1,1,West Ferdows Boulevard,2760000000
1353,176,2,1,1,0,Islamshahr,2800000000
1354,83,2,1,1,1,Central Janatabad,3859000000
1356,68,2,0,1,0,Pirouzi,1380000000
1358,140,3,1,1,1,Andisheh,1484000000
1360,75,2,0,1,1,Kahrizak,862500000
1361,133,3,1,1,1,East Ferdows Boulevard,8000000000
1362,87,2,1,1,1,Abazar,5655000000
1363,60,2,0,1,1,Pirouzi,1500000000
1365,149,3,1,1,1,West Ferdows Boulevard,8642000000
1367,90,2,1,1,1,Punak,3500000000
1368,100,2,1,1,1,Qazvin Imamzadeh Hassan,1850000000
1369,94,2,1,1,1,Central Janatabad,4512000000
1370,80,2,1,1,1,Parastar,3360000000
1371,55,2,0,0,0,Parastar,1280000000
1372,114,3,1,1,1,Saadat Abad,6800000000
1374,146,3,1,1,1,Heravi,7600000000
1375,70,2,1,1,0,Punak,2280000000
1376,86,2,1,1,1,Amirabad,4730000000
1377,69,1,0,1,1,Persian Gulf Martyrs Lake,2100000000
1378,60,1,1,1,1,West Ferdows Boulevard,3300000000
1379,101,2,1,1,1,Persian Gulf Martyrs Lake,3500000000
1380,97,2,1,1,1,Hashemi,2300000000
1381,105,2,1,1,1,Hakimiyeh,3570000000
1382,110,2,1,1,0,Saadat Abad,12500000000
1383,75,2,1,1,1,Punak,2700000000
1384,110,2,1,1,1,Punak,6490000000
1385,149,3,1,1,0,Mirdamad,9238000000
1386,105,2,1,1,1,Railway,5000000000
1387,110,2,1,1,1,Persian Gulf Martyrs Lake,3500000000
1389,190,3,1,1,1,Kook,13000000000
1390,160,2,1,1,1,Yousef Abad,8600000000
1391,67,2,0,1,1,Pirouzi,2000000000
1392,121,2,1,1,1,Narmak,5500000000
1393,105,2,1,1,1,Gisha,7350000000
1394,83,2,1,1,0,West Ferdows Boulevard,2400000000
1395,62,1,0,1,1,Pirouzi,1380000000
1396,55,1,1,1,1,Pirouzi,1750000000
1397,88,2,1,1,1,Pirouzi,2450000000
1398,86,2,1,0,1,Air force,3000000000
1399,62,1,1,1,1,Narmak,2250000000
1400,65,1,1,1,0,Araj,3100000000
1403,70,2,1,1,1,Tenant,2030000000
1404,85,1,1,1,1,Kamranieh,7100000000
1405,170,3,1,1,1,Punak,9350000000
1409,120,2,1,1,1,Saadat Abad,7300000000
1410,120,3,1,1,1,Punak,6660000000
1411,97,2,1,0,1,Tenant,2330000000
1412,150,3,1,1,1,Pasdaran,11456000000
1413,140,2,1,1,1,Pasdaran,10500000000
1414,85,2,1,1,1,Punak,3300000000
1416,120,3,1,1,1,Pardis,670000000
1417,100,2,1,1,1,Shahr-e-Ziba,4700000000
1418,105,3,1,1,0,Andisheh,3400000000
1419,75,2,1,1,1,Punak,2980000000
1420,51,1,1,1,1,Tenant,1380000000
1421,89,2,1,1,1,Shahr-e-Ziba,4100000000
1422,130,3,1,1,1,Saadat Abad,10500000000
1423,140,2,1,1,1,Pasdaran,10000000000
1424,100,2,1,1,1,Punak,5650000000
1430,37,1,0,1,0,Andisheh,355000000
1431,140,3,1,1,1,Gheitarieh,8900000000
1432,150,3,1,1,1,Sadeghieh,5400000000
1434,160,3,1,1,1,Gheitarieh,9800000000
1436,165,2,1,1,1,Pakdasht,1200000000
1439,87,2,1,1,1,Pardis,550000000
1440,88,2,1,1,1,West Ferdows Boulevard,3100000000
1442,86,2,1,1,1,Air force,2924000000
1444,200,3,1,1,1,Kook,12000000000
1445,115,3,1,1,1,Velenjak,12650000000
1446,90,2,1,1,1,Gheitarieh,7000000000
1447,107,3,1,1,1,Gheitarieh,6420000000
1448,84,2,1,1,1,Pirouzi,2688000000
1449,112,2,1,1,1,Pardis,480000000
1450,114,2,1,1,1,Persian Gulf Martyrs Lake,3690000000
1451,120,3,1,1,1,Pardis,650000000
1452,113,2,1,1,1,Persian Gulf Martyrs Lake,3800000000
1453,84,2,1,1,1,West Pars,3100000000
1454,45,1,0,1,0,Shahran,1580000000
1456,155,2,1,1,1,Pardis,1900000000
1457,56,1,1,1,1,Shahran,2450000000
1458,67,2,1,1,1,East Ferdows Boulevard,2380000000
1459,79,2,1,1,1,East Ferdows Boulevard,2600000000
1460,65,1,1,1,1,Gheitarieh,4225000000
1461,113,2,1,1,1,Rudhen,1550000000
1462,54,1,1,1,0,Aqdasieh,3500000000
1464,42,1,0,1,1,Jeyhoon,1050000000
1465,160,3,0,1,0,Pakdasht,910000000
1466,56,1,1,1,1,Punak,2850000000
1467,75,2,1,1,1,Rudhen,1000000000
1468,80,2,1,1,0,Rudhen,750000000
1469,41,1,0,1,1,Farmanieh,2530000000
1470,117,2,0,1,1,Rudhen,1580000000
1471,88,2,1,1,1,Abazar,5600000000
1472,114,2,1,1,1,Abazar,6700000000
1473,75,2,1,1,1,Shahrake Qods,735000000
1474,160,3,1,1,1,Andisheh,3000000000
1475,87,2,1,1,1,Abazar,5600000000
1476,104,2,1,1,1,Abazar,3400000000
1477,90,2,0,1,0,Shahrake Qods,665000000
1478,120,2,1,1,0,Andisheh,1800000000
1479,88,2,0,1,1,Shahrake Qods,760000000
1480,76,2,1,1,1,Abazar,3000000000
1481,85,2,1,1,1,Southern Janatabad,3600000000
1482,71,2,0,1,0,Northern Janatabad,2600000000
1484,104,2,1,0,1,Air force,4200000000
1486,82,2,1,1,1,Abazar,3800000000
1487,115,2,1,1,1,Gheitarieh,8300000000
1489,106,2,1,1,1,Abazar,4500000000
1490,40,1,0,1,1,Karoon,880000000
1491,130,2,1,1,1,Gheitarieh,12000000000
1492,46,1,1,1,0,Jeyhoon,750000000
1493,121,2,1,1,1,Dehkade Olampic,4840000000
1494,80,2,1,1,1,Jeyhoon,1500000000
1495,154,3,1,1,1,Ostad Moein,4000000000
1496,60,1,0,1,0,Jeyhoon,1020000000
1497,68,2,1,1,1,West Ferdows Boulevard,2300000000
1498,89,2,1,0,1,Andisheh,1100000000
1499,70,2,1,1,1,Jeyhoon,1600000000
1500,45,1,1,1,1,Qasr-od-Dasht,1300000000
1501,113,2,1,1,1,Amirabad,5080000000
1502,85,2,1,1,1,Dorous,4200000000
1503,42,1,1,0,1,Vahidieh,975000000
1504,108,2,1,1,1,Shahran,4300000000
1505,82,2,1,1,1,Punak,2900000000
1506,76,2,1,0,1,Punak,4250000000
1508,79,2,1,1,1,Punak,3250000000
1509,71,2,1,1,1,Punak,2700000000
1510,73,2,1,1,1,Punak,3550000000
1511,89,2,1,1,1,Shahrake Qods,1610000000
1512,85,2,1,1,1,Shahr-e-Ziba,2750000000
1513,96,2,1,1,1,East Ferdows Boulevard,3950000000
1514,95,2,1,1,1,Andisheh,1200000000
1515,60,2,1,1,1,Punak,2050000000
1516,88,2,0,0,1,Parand,485000000
1517,145,3,1,1,1,Pasdaran,1450000000
1518,75,2,0,1,0,Malard,250000000
1519,145,3,1,1,1,Gholhak,7850000000
1520,105,3,1,1,1,Ostad Moein,2910000000
1522,67,2,1,1,1,Feiz Garden,2120000000
1523,78,2,1,0,1,Jeyhoon,2250000000
1524,125,2,1,1,1,Gheitarieh,12500000000
1525,91,2,1,1,1,Shahran,3350000000
1527,87,2,0,0,1,Pardis,585000000
1528,99,2,1,1,1,Punak,4200000000
1529,113,2,1,1,1,Punak,5100000000
1530,100,2,1,1,1,Punak,4300000000
1532,106,2,1,1,1,Pardis,560000000
1533,105,2,1,1,1,Shahran,3750000000
1535,75,2,1,1,1,Shahran,3650000000
1536,84,3,1,1,1,Shahran,3050000000
1537,90,2,1,1,1,Shahr-e-Ziba,3150000000
1538,66,2,1,0,1,Ostad Moein,1580000000
1539,130,3,1,1,1,Northern Suhrawardi,7800000000
1540,101,2,1,1,1,Central Janatabad,4700000000
1541,103,2,0,1,0,Shahran,3220000000
1542,60,2,1,1,0,Pirouzi,1450000000
1543,123,2,1,1,1,Persian Gulf Martyrs Lake,360000000
1544,70,2,1,1,1,Punak,2700000000
1547,105,2,1,1,1,Pardis,540000000
1548,87,2,0,0,1,Pardis,810000000
1549,104,2,1,1,1,Pardis,590000000
1550,105,2,1,1,1,Pardis,555000000
1552,108,2,1,1,1,Shams Abad,4550000000
1554,75,2,1,1,0,Central Janatabad,2750000000
1555,108,2,1,1,1,Shams Abad,4130000000
1557,116,2,1,1,1,West Ferdows Boulevard,5050000000
1558,43,1,1,1,1,Shams Abad,1800000000
1559,64,2,0,1,0,Jeyhoon,920000000
1560,48,1,1,1,0,Salsabil,1048000000
1561,134,3,1,1,1,Andisheh,1100000000
1563,100,2,0,0,0,Pardis,650000000
1568,105,2,0,1,0,Andisheh,1100000000
1570,86,2,1,1,1,Pardis,780000000
1571,130,3,1,1,1,West Pars,6760000000
1572,87,2,1,1,1,Pardis,960000000
1573,80,2,0,1,0,Shahrake Qods,1200000000
1574,112,2,1,1,1,Yousef Abad,5600000000
1575,120,2,1,1,0,Pardis,1800000000
1576,125,2,1,1,1,Pardis,2100000000
1578,100,2,1,1,1,Pirouzi,2600000000
1579,123,3,1,1,1,East Ferdows Boulevard,5600000000
1580,100,2,1,1,1,Pirouzi,4000000000
1581,88,2,1,1,1,Northern Janatabad,2980000000
1582,87,2,1,1,1,Pardis,720000000
1584,85,2,1,1,1,Pardis,730000000
1585,84,2,0,1,0,Sattarkhan,2600000000
1586,110,2,1,1,1,Yousef Abad,5700000000
1589,101,2,1,1,1,Yousef Abad,5500000000
1590,100,2,1,1,1,Gheitarieh,6800000000
1591,193,3,1,1,1,Kook,13000000000
1592,45,1,0,1,0,Andisheh,395000000
1593,86,2,1,0,1,Pirouzi,2050000000
1594,138,3,1,1,1,Islamshahr,1690000000
1596,55,1,1,1,1,Saadat Abad,4000000000
1597,100,2,1,1,1,Gheitarieh,8200000000
1598,108,2,1,1,1,Persian Gulf Martyrs Lake,3024000000
1599,94,2,1,1,1,Gheitarieh,8350000000
1600,101,2,1,1,1,Gheitarieh,8800000000
1601,101,2,1,1,1,Gheitarieh,8500000000
1602,99,1,1,1,1,Gheitarieh,8400000000
1603,97,2,1,1,1,Shahrake Gharb,7500000000
1605,126,2,1,1,1,Gheitarieh,11500000000
1606,105,2,1,1,1,Pardis,525000000
1607,101,2,1,1,1,Tarasht,3345000000
1608,100,2,1,1,1,Gheitarieh,8300000000
1609,90,2,1,1,1,Shahrake Qods,990000000
1610,146,3,1,1,1,Saadat Abad,10800000000
1611,90,3,1,1,0,Salsabil,2550000000
1612,60,2,0,1,0,Shahrake Azadi,1680000000
1614,85,2,1,1,0,Air force,2700000000
1616,132,3,1,1,1,Pasdaran,9900000000
1617,115,2,1,1,1,Tarasht,4600000000
1618,70,2,0,1,0,Pirouzi,1550000000
1619,145,3,1,1,1,Pirouzi,3900000000
1620,88,2,1,1,1,Punak,2980000000
1621,54,1,0,1,0,Beryanak,830000000
1622,65,2,1,1,0,Pirouzi,1650000000
1623,70,1,1,1,0,Dehkade Olampic,2000000000
1624,63,1,1,1,1,Ostad Moein,1380000000
1625,190,3,1,1,1,Zaferanieh,13000000000
1626,57,1,1,1,1,Qasr-od-Dasht,1200000000
1627,144,3,1,1,1,Velenjak,12000000000
1628,85,2,1,1,1,Shahr-e-Ziba,3450000000
1629,65,2,0,1,1,West Pars,2000000000
1630,88,3,0,0,1,Parand,520000000
1631,74,2,1,1,1,Darband,4100000000
1632,76,2,0,0,0,Parand,365000000
1633,88,2,0,0,1,Parand,580000000
1634,49,1,1,1,1,Punak,2694000000
1636,95,2,1,1,0,Punak,3900000000
1637,65,1,1,1,1,Air force,1690000000
1638,86,2,1,1,1,Niavaran,5580000000
1639,86,2,1,1,1,Kamranieh,5500000000
1640,90,2,1,1,1,Golestan,690000000
1641,62,2,1,1,0,Ekhtiarieh,3300000000
1643,90,2,1,1,1,Southern Chitgar,690000000
1645,90,2,1,1,1,Railway,1315000000
1646,150,3,1,1,1,Gheitarieh,11000000000
1647,70,2,1,1,1,Shahrake Qods,735000000
1648,91,2,1,1,1,Tehran Now,3000000000
1651,120,2,1,1,1,West Ferdows Boulevard,5000000000
1652,150,2,1,1,1,Gheitarieh,13000000000
1653,65,2,1,1,0,West Ferdows Boulevard,2250000000
1654,106,2,1,1,1,West Ferdows Boulevard,3900000000
1655,100,2,1,1,1,Gheitarieh,8400000000
1656,125,2,1,1,1,Gheitarieh,11000000000
1657,57,1,1,1,1,Feiz Garden,1890000000
1659,43,1,0,1,1,Beryanak,1200000000
1660,115,3,1,1,1,Feiz Garden,3500000000
1661,80,2,1,1,1,Feiz Garden,2900000000
1662,93,2,1,1,1,Southern Janatabad,4600000000
1663,65,2,1,0,1,Qasr-od-Dasht,2050000000
1664,90,2,1,1,1,Southern Janatabad,3000000000
1665,200,2,1,1,0,Andisheh,2000000000
1666,135,3,1,1,1,Shahrake Gharb,9000000000
1667,63,2,0,1,0,Azarbaijan,1340000000
1668,53,1,1,1,1,Azarbaijan,1500000000
1669,50,1,0,1,0,Qasr-od-Dasht,810000000
1670,72,2,1,1,0,Qasr-od-Dasht,1615000000
1671,148,3,1,1,1,Saadat Abad,12500000000
1672,80,2,1,1,1,Azarbaijan,2480000000
1673,60,2,1,1,1,Andisheh,950000000
1674,102,2,1,1,1,Shahrake Gharb,9898000000
1675,95,2,1,1,1,Mirdamad,5500000000
1676,83,2,1,1,1,Ray,1700000000
1677,95,2,1,1,1,Gheitarieh,8300000000
1678,83,2,1,1,1,Salsabil,2300000000
1679,60,1,1,1,1,Northern Chitgar,875000000
1680,65,2,1,1,1,Jeyhoon,1400000000
1681,90,2,1,1,1,Gheitarieh,8200000000
1683,53,1,1,1,1,Jeyhoon,1420000000
1684,43,1,1,1,1,Beryanak,1250000000
1685,97,2,1,1,1,Southern Janatabad,3880000000
1686,42,1,1,0,1,Jeyhoon,960000000
1687,120,2,1,1,1,Abazar,3880000000
1688,97,2,1,1,1,Sattarkhan,3580000000
1689,97,2,1,1,1,Southern Janatabad,3500000000
1690,90,2,1,1,1,Southern Janatabad,3280000000
1691,97,2,1,1,1,Central Janatabad,3600000000
1692,90,2,1,1,1,Southern Janatabad,3680000000
1695,90,2,1,1,1,Punak,4680000000
1696,150,3,1,1,1,Punak,9400000000
1697,136,3,1,1,1,Southern Janatabad,6200000000
1698,120,2,1,1,1,Southern Janatabad,4100000000
1699,90,2,1,1,1,Punak,3520000000
1701,50,1,1,1,1,Punak,2500000000
1702,90,2,1,1,1,Mirdamad,6000000000
1703,55,1,1,1,1,Punak,2300000000
1704,75,2,1,1,1,Jeyhoon,2350000000
1705,47,1,1,1,1,Punak,2100000000
1706,65,2,1,1,0,Punak,2250000000
1708,124,3,1,1,1,Southern Janatabad,5950000000
1709,86,2,1,1,1,Punak,4250000000
1710,70,1,1,1,1,Punak,3100000000
1712,68,2,1,1,0,Punak,2230000000
1714,67,2,1,1,1,Punak,2600000000
1715,72,1,1,1,1,Ozgol,4500000000
1716,145,3,1,1,1,Central Janatabad,6150000000
1717,116,2,1,1,1,Shahrake Gharb,9860000000
1718,65,1,1,1,1,Northern Janatabad,2700000000
1719,125,2,1,1,1,Ozgol,9300000000
1720,143,3,1,1,1,Saadat Abad,11200000000
1722,88,2,1,1,1,Southern Janatabad,2560000000
1724,95,2,1,1,1,Ostad Moein,2990000000
1725,58,1,1,1,1,Shahran,2850000000
1727,120,2,1,1,1,Ekhtiarieh,7700000000
1728,130,3,1,1,1,Shahrakeh Naft,7500000000
1729,85,2,1,1,0,Punak,2800000000
1730,100,2,1,1,0,Islamshahr,1100000000
1731,115,2,1,1,1,Gheitarieh,9500000000
1732,76,2,1,1,1,Shahr-e-Ziba,2480000000
1733,125,2,1,1,1,Punak,6000000000
1734,110,2,1,1,1,Punak,3900000000
1735,96,2,1,1,1,Punak,4150000000
1736,75,2,1,1,0,Islamshahr,1250000000
1737,105,2,1,1,1,Central Janatabad,4300000000
1738,160,3,1,1,1,Heravi,7000000000
1739,76,2,1,1,1,Jeyhoon,1800000000
1741,110,2,0,1,1,Zafar,5550000000
1742,198,4,1,1,0,Andisheh,5200000000
1743,105,2,1,1,1,Andisheh,1930000000
1744,90,2,1,1,1,Islamshahr,1098000000
1745,63,1,1,1,1,Islamshahr,882000000
1746,100,2,1,1,1,Central Janatabad,3600000000
1747,117,3,1,1,1,Islamshahr,1990000000
1748,91,2,1,1,0,Islamshahr,1640000000
1749,60,1,1,1,0,Islamshahr,780000000
1750,110,2,1,1,1,Islamshahr,2530000000
1751,96,2,1,1,1,Ostad Moein,2990000000
1752,113,2,1,1,1,Ekhtiarieh,4300000000
1754,74,2,1,1,1,Southern Janatabad,2800000000
1755,155,3,1,1,1,Dorous,9800000000
1756,125,2,1,1,1,Ostad Moein,3900000000
1757,49,1,1,0,1,Dezashib,3150000000
1758,148,3,1,1,1,Saadat Abad,12580000000
1759,134,3,1,1,1,Qasr-od-Dasht,2950000000
1760,90,2,1,1,1,Central Janatabad,3600000000
1761,110,1,1,1,1,Central Janatabad,4450000000
1762,115,2,1,1,1,Punak,5405000000
1763,90,2,1,1,1,Darabad,5300000000
1764,95,2,1,1,1,North Program Organization,4300000000
1765,105,2,1,1,1,Pardis,750000000
1766,63,2,1,1,1,Amir Bahador,1638000000
1767,185,3,1,1,1,Pasdaran,13000000000
1769,88,2,1,1,0,Northern Janatabad,3850000000
1770,95,2,1,1,1,Southern Program Organization,4300000000
1771,108,2,1,1,1,Heravi,6400000000
1772,90,2,1,1,1,Southern Janatabad,3780000000
1773,160,3,1,1,1,Velenjak,9600000000
1774,78,2,0,1,1,Parand,425000000
1775,120,3,1,1,1,Persian Gulf Martyrs Lake,590000000
1776,158,3,1,1,1,Pasdaran,11060000000
1777,56,1,1,1,1,West Ferdows Boulevard,2250000000
1778,155,3,1,1,1,Pasdaran,13175000000
1779,100,2,1,1,1,Southern Janatabad,5700000000
1780,182,3,1,1,1,Saadat Abad,11500000000
1781,63,2,1,1,1,Shahr-e-Ziba,2250000000
1783,125,2,1,1,1,Shahrake Qods,1030000000
1784,53,1,0,0,0,Shahrake Qods,395000000
1785,150,3,1,1,1,Ekhtiarieh,9500000000
1786,62,2,1,1,0,Punak,2200000000
1787,113,2,1,1,1,Ekhtiarieh,6000000000
1788,93,2,1,1,0,Parand,650000000
1789,84,2,1,1,1,Damavand,2150000000
1790,83,2,1,1,1,Jeyhoon,2200000000
1791,150,3,1,1,1,Gheitarieh,13000000000
1792,147,3,1,1,1,Ekhtiarieh,9600000000
1793,75,2,1,1,1,Saadat Abad,5500000000
1794,119,2,1,1,1,Shahran,4700000000
1795,105,2,1,1,1,Saadat Abad,4800000000
1797,115,2,1,1,1,Ekhtiarieh,6300000000
1798,179,3,1,1,1,Velenjak,8055000000
1799,86,2,1,1,1,Central Janatabad,3600000000
1800,70,1,1,1,1,West Ferdows Boulevard,3650000000
1801,48,1,1,1,1,Shahr-e-Ziba,1750000000
1802,70,2,0,1,1,Komeil,1250000000
1803,102,2,1,1,1,Saadat Abad,6120000000
1804,85,2,1,0,1,Pardis,470000000
1805,72,2,1,1,0,West Ferdows Boulevard,2400000000
1808,138,3,1,1,1,Saadat Abad,9300000000
1809,87,2,1,1,1,Shahrake Qods,960000000
1812,87,2,1,1,1,Pardis,570000000
1813,75,2,1,1,1,Shahr-e-Ziba,3350000000
1815,57,1,1,1,1,West Ferdows Boulevard,2900000000
1816,62,1,1,1,1,West Ferdows Boulevard,2650000000
1817,65,2,1,1,1,West Ferdows Boulevard,3100000000
1818,70,1,0,1,0,Saadat Abad,3300000000
1819,65,1,1,1,1,West Ferdows Boulevard,2800000000
1820,100,2,1,1,1,Ostad Moein,2800000000
1822,110,2,1,1,1,Saadat Abad,8900000000
1823,68,2,1,1,1,West Ferdows Boulevard,2900000000
1824,101,2,1,1,1,Saadat Abad,5555000000
1826,165,3,1,1,1,Saadat Abad,10500000000
1829,105,2,1,1,0,Andisheh,1000000000
1830,135,2,1,1,1,Saadat Abad,8800000000
1831,130,3,1,1,1,Saadat Abad,9300000000
1832,83,2,1,0,1,Saadat Abad,4600000000
1833,60,1,1,1,1,Saadat Abad,4650000000
1834,52,1,1,1,1,Southern Program Organization,2750000000
1835,60,2,1,1,1,West Ferdows Boulevard,2850000000
1837,70,2,1,1,1,East Ferdows Boulevard,3000000000
1838,140,3,1,1,1,Shahrake Gharb,11200000000
1839,120,2,1,1,1,Saadat Abad,6800000000
1840,62,1,1,1,1,Shahrake Qods,510000000
1841,70,2,1,1,1,West Ferdows Boulevard,2600000000
1842,150,3,1,1,1,Saadat Abad,9500000000
1843,69,2,1,1,0,Shahran,1850000000
1845,70,1,1,1,1,East Ferdows Boulevard,2600000000
1846,100,2,1,1,1,Jeyhoon,2300000000
1847,75,2,1,1,0,West Ferdows Boulevard,2500000000
1848,103,2,1,1,1,Azarbaijan,3150000000
1849,85,2,1,1,1,Shahran,2650000000
1850,150,3,1,1,1,Punak,10500000000
1851,66,2,1,1,1,Qalandari,4250000000
1853,101,2,1,0,1,Pirouzi,3300000000
1855,106,2,1,1,1,Saadat Abad,6000000000
1856,107,3,1,1,0,Eram,2970000000
1857,122,2,1,1,1,Jeyhoon,3900000000
1859,98,2,1,1,1,Shahr-e-Ziba,3200000000
1861,98,2,1,1,1,Pardis,770000000
1864,110,2,1,1,1,Ekhtiarieh,8300000000
1865,95,2,1,1,1,Ostad Moein,2950000000
1866,60,1,1,1,1,Southern Program Organization,2400000000
1867,76,2,0,0,0,Parand,345000000
1869,120,2,1,1,1,Punak,6000000000
1872,110,2,1,1,0,Southern Program Organization,3580000000
1873,84,2,1,1,1,Shahrake Qods,982000000
1874,76,2,1,1,1,Shahrake Qods,870000000
1875,75,2,0,1,1,Parand,400000000
1876,170,4,1,1,1,Andisheh,3060000000
1877,92,2,0,1,0,Andisheh,930000000
1878,122,3,1,1,0,Parand,850000000
1879,170,3,1,1,1,Ekhtiarieh,7800000000
1880,147,3,1,1,1,Pasdaran,8350000000
1881,47,1,0,1,0,Jeyhoon,850000000
1882,100,2,1,1,1,Pasdaran,6000000000
1884,90,2,1,1,1,Northern Janatabad,3150000000
1886,80,2,1,1,1,Shahr-e-Ziba,2550000000
1887,59,1,1,0,1,Pirouzi,1600000000
1888,87,2,1,1,1,Pardis,850000000
1889,50,1,0,1,1,Ostad Moein,1000000000
1890,123,3,1,1,1,Gheitarieh,7400000000
1891,56,1,1,1,1,Feiz Garden,2200000000
1892,105,2,1,1,1,Pardis,945000000
1893,57,1,1,1,1,Azarbaijan,1750000000
1894,78,2,1,1,1,Southern Janatabad,3500000000
1895,92,2,1,1,1,Southern Janatabad,3880000000
1896,100,2,1,1,1,Pardis,1050000000
1897,152,3,1,1,1,Saadat Abad,9800000000
1898,155,3,1,1,1,Shahrake Gharb,9000000000
1899,115,3,1,1,1,Shahr-e-Ziba,3870000000
1900,145,3,1,1,1,Shahrake Gharb,11000000000
1901,115,2,1,1,1,Yousef Abad,5400000000
1902,60,1,1,1,0,Central Janatabad,2190000000
1903,160,3,1,1,1,Gheitarieh,10200000000
1904,101,2,1,1,1,North Program Organization,5150000000
1905,98,2,1,1,1,Southern Janatabad,3600000000
1906,92,2,1,1,1,Punak,3870000000
1907,90,2,1,1,1,Northern Janatabad,3880000000
1908,150,3,1,1,1,West Ferdows Boulevard,7200000000
1909,106,2,1,1,1,Persian Gulf Martyrs Lake,2960000000
1910,135,3,1,1,1,Dehkade Olampic,4200000000
1913,115,2,1,1,0,Tarasht,3600000000
1914,110,2,1,1,0,Water Organization,3950000000
1915,90,2,0,1,1,Northern Janatabad,3150000000
1918,133,3,1,1,1,Gheitarieh,13300000000
1921,130,3,1,1,1,Gheitarieh,8700000000
1922,123,3,1,1,0,Azadshahr,3450000000
1923,105,2,1,1,1,Dehkade Olampic,4100000000
1924,103,3,1,1,1,Shahran,4128000000
1925,105,2,1,1,1,Pardis,710000000
1926,161,3,1,1,1,Persian Gulf Martyrs Lake,6400000000
1927,115,3,0,1,1,Shahrake Qods,1600000000
1928,85,2,0,0,0,Azadshahr,3100000000
1929,50,2,1,1,0,Shahran,1820000000
1930,160,3,1,1,1,Persian Gulf Martyrs Lake,6700000000
1933,117,2,1,1,1,Shahran,3880000000
1934,77,2,1,1,1,West Ferdows Boulevard,3400000000
1935,100,2,1,1,0,Yousef Abad,3950000000
1936,85,2,1,1,0,Northern Janatabad,2950000000
1937,145,3,1,1,1,Farmanieh,11000000000
1938,127,3,1,1,1,Hakimiyeh,4480000000
1939,79,2,1,1,1,Shahran,2950000000
1940,120,2,1,1,1,Gheitarieh,11000000000
1941,173,3,1,1,1,Niavaran,11000000000
1943,66,2,1,1,1,West Ferdows Boulevard,2270000000
1945,140,3,1,1,1,Gheitarieh,11150000000
1946,93,2,1,1,1,Atabak,1300000000
1947,80,2,1,1,1,Yousef Abad,4250000000
1948,119,2,1,1,1,Shahran,5400000000
1949,100,2,1,1,1,Ekhtiarieh,6500000000
1950,115,2,1,1,1,Shahran,3840000000
1951,52,1,1,1,1,Ekhtiarieh,3700000000
1952,136,3,1,1,1,Persian Gulf Martyrs Lake,1360000000
1953,95,2,1,1,1,Shahran,5000000000
1954,83,3,1,1,1,Shahran,3100000000
1955,100,2,1,1,1,Shahrake Qods,1700000000
1956,70,2,1,1,0,Shahran,2550000000
1957,73,2,1,1,0,Shahran,2580000000
1958,70,2,1,1,1,Shahr-e-Ziba,2000000000
1959,105,2,1,1,1,Pardis,500000000
1961,87,2,1,1,1,Pardis,530000000
1962,66,1,1,1,1,Pardis,720000000
1963,98,2,1,1,1,Pardis,1000000000
1964,64,2,1,1,1,Shahr-e-Ziba,1980000000
1965,65,2,1,1,1,Shahr-e-Ziba,2000000000
1966,85,2,1,1,1,Central Janatabad,3350000000
1967,85,2,1,1,1,Punak,4500000000
1968,93,2,1,1,1,Gheitarieh,5600000000
1969,155,3,1,1,1,Heravi,9000000000
1971,117,3,1,1,1,Shahrake Gharb,6800000000
1972,85,2,1,1,1,Pakdasht,640000000
1976,60,1,1,1,1,Persian Gulf Martyrs Lake,870000000
1977,58,2,1,1,1,Sabalan,1200000000
1978,118,2,1,1,1,Shahrake Qods,960000000
1979,98,2,1,1,1,Gheitarieh,8700000000
1980,60,1,0,1,1,Narmak,2100000000
1981,85,2,1,1,1,Gheitarieh,7400000000
1982,110,2,1,1,1,Heravi,5000000000
1983,190,3,1,1,1,Gheitarieh,12000000000
1986,197,3,1,1,1,Gheitarieh,13300000000
1987,153,2,1,1,1,Gheitarieh,13300000000
1988,99,2,1,1,1,Heravi,4900000000
1990,125,2,1,1,1,Gheitarieh,11600000000
1992,103,2,1,1,1,Heravi,6640000000
1994,107,2,1,1,1,Velenjak,13200000000
1997,153,3,1,1,1,Gheitarieh,13000000000
1998,90,2,1,1,1,Pirouzi,2650000000
1999,88,2,1,1,1,Gheitarieh,7600000000
2000,100,2,1,1,1,Gheitarieh,8500000000
2001,100,2,1,1,1,Saadat Abad,6500000000
2003,200,3,1,1,1,Aqdasieh,13300000000
2005,116,3,1,1,1,Gheitarieh,8000000000
2008,61,1,1,1,1,Si Metri Ji,1318000000
2009,70,2,1,1,1,Jeyhoon,1550000000
2010,62,2,1,1,1,Beryanak,1400000000
2011,200,3,1,1,1,Araj,13300000000
2012,120,3,1,1,1,Ostad Moein,3950000000
2013,87,2,1,1,1,Amirabad,4780000000
2015,80,2,1,1,1,Parand,500000000
